day,hour,min,doy,rg,ta,rh,ua,za,tsobs,vza,leobs,lai,glai,zf,rstmin,albedo,albv,xG,xx,xx1,rnobs,gobs,hobs,ratmobs,hpa
64,22,30,64.94,0,9.48,75.62,0.958,2.32,6.3344,0,-30.058,1.891372399,1.891372399,0.474441383,100,0.25,0.18,0.315,9.43,-3.3232,-54.372,-19.532,-4.7819,284.26,1007
64,23,0,64.96,0,9.03,77.36,0.632,2.32,5.7033,0,-23.242,1.891671629,1.891671629,0.474640174,100,0.25,0.18,0.315,9.4,-19.47,-54.905,-30.757,-0.90543,279.24,1007
64,23,30,64.98,0,9.12,77,1.647,2.32,5.0372,0,-7.1631,1.891970812,1.891970812,0.47483917,100,0.25,0.18,0.315,9.36,-4.2738,-48.504,-30.796,-10.545,282.65,1007
65,0,0,65,0,9.67,74.84,2.021,2.32,5.5548,0,-1.518,1.892269948,1.892269948,0.475038369,100,0.25,0.18,0.315,9.34,2.9856,-39.373,-19.438,-18.417,296.59,1006
65,0,30,65.02,0,10.12,72.41,2.11,2.32,6.3753,0,16.394,1.892569037,1.892569037,0.475237772,100,0.25,0.18,0.315,9.34,1.4745,-37.068,-19.283,-34.179,305.71,1006
65,1,0,65.04,0,10.74,68.78,2.423,2.32,8.0185,0,-17.854,1.892868076,1.892868076,0.475437378,100,0.25,0.18,0.315,9.34,-6.112,-34.84,11.82,-28.806,316.22,1006
65,1,30,65.06,0,11.18,65.73,2.835,2.32,8.7632,0,-15.333,1.893167067,1.893167067,0.475637187,100,0.25,0.18,0.315,9.37,-4.6004,-37.561,11.531,-33.759,316.92,1006
65,2,0,65.08,0,10.85,66.94,2.227,2.32,9.0264,0,-5.0759,1.893466007,1.893466007,0.475837196,100,0.25,0.18,0.315,9.4,0.38752,-37.742,-8.8539,-23.812,317.59,1005
65,2,30,65.1,0,10.66,68.15,2.202,2.32,8.9996,0,-9.953,1.893764897,1.893764897,0.476037407,100,0.25,0.18,0.315,9.4,2.294,-31.265,-8.9045,-12.408,323.57,1005
65,3,0,65.13,0,10.75,67.91,2.063,2.32,8.765,0,11.131,1.894213134,1.894213134,0.4763381,100,0.25,0.18,0.315,9.42,1.3068,-27.81,-13.782,-25.158,326.23,1005
65,3,30,65.15,0,10.93,66.93,2.575,2.32,9.0466,0,7.8089,1.894511894,1.894511894,0.476538811,100,0.25,0.18,0.315,9.45,-1.4863,-28.488,-13.692,-22.605,327.55,1005
65,4,0,65.17,0,11.3,65.18,2.847,2.32,9.5613,0,-15.797,1.8948106,1.8948106,0.476739721,100,0.25,0.18,0.315,9.45,0.96889,-28.407,-5.0064,-7.6032,331.43,1004
65,4,30,65.19,0,11.95,61.67,2.671,2.32,9.203,0,2.2838,1.895109252,1.895109252,0.47694083,100,0.25,0.18,0.315,9.45,-1.2438,-22.569,-5.1331,-19.72,336.54,1004
65,5,0,65.21,0,12.47,58.8,2.069,2.32,9.1415,0,5.0544,1.89540785,1.89540785,0.477142137,100,0.25,0.18,0.315,9.45,2.0258,-20.996,-9.642,-16.408,338.2,1004
65,5,30,65.23,0,11.96,61.73,1.476,2.32,9.5103,0,8.3825,1.895706392,1.895706392,0.477343642,100,0.25,0.18,0.315,9.45,-0.20919,-19.612,-9.5677,-18.427,341.14,1005
65,6,0,65.25,1.287,11.88,62.84,1.002,2.32,9.9874,0,7.1556,1.896004878,1.896004878,0.477545343,100,0.25,0.18,0.315,9.46,-1.2343,-17.607,-1.348,-23.415,343.87,1005
65,6,30,65.27,7.854,11.61,64.89,1.082,2.32,10.348,0,3.8415,1.896303308,1.896303308,0.47774724,100,0.25,0.18,0.315,9.51,-1.0188,-13.672,-1.379,-16.134,343.91,1005
65,7,0,65.29,14.59,11.73,64.3,1.158,2.32,10.427,0,7.0383,1.896601679,1.896601679,0.477949334,100,0.25,0.18,0.315,9.51,0.35444,-11.119,-3.52,-14.637,345.37,1005
65,7,30,65.31,29.59,11.97,65.24,0.709,2.32,10.715,0,8.9656,1.896899993,1.896899993,0.478151622,100,0.25,0.18,0.315,9.51,-0.13692,-0.0491,-3.4735,-5.5412,349.5,1005
65,8,0,65.33,60.49,12.27,67.72,0.654,2.32,11.293,0,36.827,1.897198247,1.897198247,0.478354105,100,0.25,0.18,0.315,9.56,-55.08,22.163,6.3906,-21.055,350.45,1005
65,8,30,65.35,88.4,12.92,65.96,1.271,2.32,12.015,0,41.123,1.897496442,1.897496442,0.478556782,100,0.25,0.18,0.315,9.6,-7.3426,37.615,6.505,-10.013,350.79,1006
65,9,0,65.38,108.6,13.59,66.64,0.937,2.32,13.099,0,39.824,1.897943621,1.897943621,0.478861161,100,0.25,0.18,0.315,9.65,36.92,67.134,26.729,0.58083,352.48,1006
65,9,30,65.4,163.6,14.22,62.79,1.591,2.32,14.346,0,70.25,1.898241663,1.898241663,0.47906432,100,0.25,0.18,0.315,9.75,69.776,97.783,26.897,0.63644,353.46,1005
65,10,0,65.42,234.6,14.82,57.88,2.07,2.32,15.135,0,71.892,1.898539644,1.898539644,0.479267672,100,0.25,0.18,0.315,9.83,56.387,133.36,32.687,28.779,352.27,1005
65,10,30,65.44,338.6,15.71,52.54,2.804,2.32,17.058,0,61.87,1.898837561,1.898837561,0.479471215,100,0.25,0.18,0.315,9.95,76.308,206.69,33.251,111.57,351.24,1005
65,11,0,65.46,726.5,16.93,49.23,4.193,2.32,20.771,0,244.23,1.899135415,1.899135415,0.47967495,100,0.25,0.18,0.315,10.1,129.89,415.54,118.22,53.089,336.72,1005
65,11,30,65.48,381.7,17.12,47.59,4.193,2.32,20.263,0,68.982,1.899433204,1.899433204,0.479878874,100,0.25,0.18,0.315,10.33,51.119,219.59,116.85,33.751,356.11,1005
65,12,0,65.5,367.8,16.97,47.96,3.481,2.32,19.27,0,161.49,1.899730928,1.899730928,0.480082989,100,0.25,0.18,0.315,10.33,165.99,181.66,20.969,-0.80093,356.45,1004
65,12,30,65.52,174.8,17.01,48.16,4.185,2.32,17.781,0,44.49,1.900028587,1.900028587,0.480287292,100,0.25,0.18,0.315,10.27,78.312,56.978,20.736,-8.249,368.23,1004
65,13,0,65.54,147.3,17.01,48.46,4.84,2.32,16.834,0,66.851,1.900326179,1.900326179,0.480491784,100,0.25,0.18,0.315,10.17,331.63,48.7,-1.0617,-17.089,366.14,1004
65,13,30,65.56,134.8,17.02,49.31,3.852,2.32,16.514,0,66.067,1.900623704,1.900623704,0.480696465,100,0.25,0.18,0.315,10.08,-129.89,38.704,-0.95423,-26.408,363.63,1003
65,14,0,65.58,77.43,16.89,49.45,4.31,2.32,16.046,0,8.0795,1.900921161,1.900921161,0.480901333,100,0.25,0.18,0.315,10.02,17.985,-19.177,-2.3742,-24.882,363.7,1003
65,14,30,65.6,69.15,16.9,49.77,4.228,2.32,15.472,0,24.494,1.901218549,1.901218549,0.481106388,100,0.25,0.18,0.315,9.96,-4.7631,3.94,-2.4658,-18.088,365.21,1003
65,15,0,65.63,48.8,16.48,53.19,2.952,2.32,15.307,0,32.78,1.901664501,1.901664501,0.481414319,100,0.25,0.18,0.315,9.92,-30.042,9.9076,-1.7501,-21.122,365.3,1003
65,15,30,65.65,58.44,16.16,56.53,2.31,2.32,15.254,0,35.681,1.901961715,1.901961715,0.481619839,100,0.25,0.18,0.315,9.88,-8.3573,18.427,-1.7188,-15.535,363.17,1004
65,16,0,65.67,101.3,16.34,55.07,3.561,2.32,15.283,0,38.93,1.902258857,1.902258857,0.481825544,100,0.25,0.18,0.315,9.86,-13.9,23.832,2.9643,-18.062,357.27,1004
65,16,30,65.69,94,16.11,56.03,3.223,2.32,15.133,0,19.763,1.902555928,1.902555928,0.482031433,100,0.25,0.18,0.315,9.86,-8.8334,14.348,2.882,-8.2965,348.37,1004
65,17,0,65.71,46.55,15.56,57.85,4.465,2.32,14.865,0,23.975,1.902852926,1.902852926,0.482237506,100,0.25,0.18,0.315,9.84,0.15582,-1.4064,-2.1569,-23.225,348.09,1004
65,17,30,65.73,6.678,14.45,60.51,3.288,2.32,12.949,0,-37.143,1.90314985,1.90314985,0.482443762,100,0.25,0.18,0.315,9.78,-16.023,-50.678,-2.5238,-11.012,312.24,1005
65,18,0,65.75,0,13.08,67.17,1.465,2.32,11.421,0,-23.393,1.903446701,1.903446701,0.482650202,100,0.25,0.18,0.315,9.7,2.2803,-53.957,-26.411,-4.1523,304.97,1005
65,18,30,65.77,0,12.13,70.91,0.87,2.32,9.5743,0,-17.216,1.903743477,1.903743477,0.482856823,100,0.25,0.18,0.315,9.62,-7.0427,-44.514,-26.541,-0.75745,307.37,1005
65,19,0,65.79,0,12.14,69.11,1.452,2.32,8.0979,0,-3.7231,1.904040177,1.904040177,0.483063626,100,0.25,0.18,0.315,9.53,-1.6997,-42.982,-34.272,-4.9877,305.05,1006
65,19,30,65.81,0,12.37,68.61,1.382,2.32,8.8676,0,33.094,1.904336802,1.904336802,0.48327061,100,0.25,0.18,0.315,9.46,1.4428,-27.227,-33.929,-26.391,330.03,1006
65,20,0,65.83,0,12.31,68.21,1.927,2.32,9.9182,0,2.8963,1.904633349,1.904633349,0.483477774,100,0.25,0.18,0.315,9.45,16.337,-41.527,5.7626,-50.186,317.09,1006
65,20,30,65.85,0,11.88,64.2,2.091,2.32,9.7132,0,-52.656,1.904929819,1.904929819,0.483685118,100,0.25,0.18,0.315,9.41,-8.7396,-55.969,5.2702,-8.5829,298.98,1006
65,21,0,65.88,0,11.9,58.95,0.56,2.32,7.5022,0,-12.148,1.905374377,1.905374377,0.48399647,100,0.25,0.18,0.315,9.39,-14.644,-51.556,-39.517,0.10926,291.84,1006
65,21,30,65.9,0,10.06,67.72,0.585,2.32,6.8552,0,-1.2512,1.90567065,1.90567065,0.484204262,100,0.25,0.18,0.315,9.33,-1.457,-45.216,-39.308,-4.657,295.74,1006
65,22,0,65.92,0,9.81,69.35,0.61,2.32,5.7804,0,-9.4195,1.905966843,1.905966843,0.484412231,100,0.25,0.18,0.315,9.27,-8.7253,-44.07,-33.169,-1.4814,292.11,1007
65,22,30,65.94,0,8.52,74.72,0.92,2.32,5.9797,0,25.488,1.906262955,1.906262955,0.484620378,100,0.25,0.18,0.315,9.22,-0.50754,-47.93,-32.977,-40.441,287.69,1007
65,23,0,65.96,0,10.11,65.87,3.129,2.32,7.1242,0,-7.5667,1.906558986,1.906558986,0.484828701,100,0.25,0.18,0.315,9.17,8.5967,-52.013,1.7029,-46.149,286.21,1007
65,23,30,65.98,0,10.76,64.43,2.766,2.32,8.6803,0,-6.2061,1.906854934,1.906854934,0.485037201,100,0.25,0.18,0.315,9.16,-2.7304,-47.717,1.873,-43.384,303.8,1007
66,0,0,66,0,10.03,67.85,2.105,2.32,9.1088,0,-25.398,1.907150799,1.907150799,0.485245877,100,0.25,0.18,0.315,9.2,1.0998,-48.251,-8.3388,-14.514,306.42,1007
66,0,30,66.02,0,10.36,65.36,2.122,2.32,8.3557,0,-5.8265,1.907446581,1.907446581,0.485454727,100,0.25,0.18,0.315,9.22,3.484,-46.726,-8.5221,-32.377,292.94,1006
66,1,0,66.04,0,10.04,66.99,1.674,2.32,8.2465,0,10.68,1.907742278,1.907742278,0.485663752,100,0.25,0.18,0.315,9.22,-0.34266,-42.197,-14.627,-38.251,302.35,1006
66,1,30,66.06,0,9.22,71.4,1.521,2.32,8.2556,0,-18.511,1.90803789,1.90803789,0.485872951,100,0.25,0.18,0.315,9.2,-2.2761,-54.533,-14.619,-21.403,291.11,1006
66,2,0,66.08,0,7.781,77.64,1.176,2.32,7.6498,0,-4.4826,1.908333417,1.908333417,0.486082323,100,0.25,0.18,0.315,9.16,-1.9394,-53.118,-19.909,-28.727,287.03,1006
66,2,30,66.1,0,7.98,78.17,1.995,2.32,6.8592,0,14.587,1.908628857,1.908628857,0.486291868,100,0.25,0.18,0.315,9.16,-1.8517,-53.225,-19.988,-47.823,282.89,1005
66,3,0,66.13,0,9.08,72.36,2.569,2.32,6.9733,0,-16.967,1.909071853,1.909071853,0.486606509,100,0.25,0.18,0.315,9.1,-4.4908,-66.658,-17.053,-32.638,272.18,1005
66,3,30,66.15,0,9.12,71.32,2.354,2.32,7.3286,0,-17.494,1.909367073,1.909367073,0.486816484,100,0.25,0.18,0.315,9.1,5.4306,-56.247,-17.006,-21.747,286.08,1005
66,4,0,66.17,0,8.24,75.75,1.668,2.32,6.968,0,-21.503,1.909662205,1.909662205,0.487026629,100,0.25,0.18,0.315,9.1,-3.3158,-45.238,-19.287,-4.4474,293.78,1006
66,4,30,66.19,0,7.502,79.06,1.636,2.32,5.6216,0,-12.33,1.909957247,1.909957247,0.487236945,100,0.25,0.18,0.315,9.06,2.0038,-42.488,-19.467,-10.691,288.36,1006
66,5,0,66.21,0,7.237,80.4,1.214,2.32,5.7021,0,-22.188,1.910252198,1.910252198,0.487447431,100,0.25,0.18,0.315,9.04,-2.1119,-40.595,-17.332,-1.0748,293.1,1006
66,5,30,66.23,0,7.208,79.61,0.818,2.32,4.1739,0,-23.895,1.910547058,1.910547058,0.487658085,100,0.25,0.18,0.315,9.01,13.874,-47.756,-17.636,-6.2258,277.38,1006
66,6,0,66.25,7.124,6.576,81.2,1.198,2.32,4.2705,0,-17.032,1.910841826,1.910841826,0.487868909,100,0.25,0.18,0.315,8.97,4.6905,-39.975,-21.628,-1.3151,282.82,1006
66,6,30,66.27,52.39,6.811,81.7,1.17,2.32,4.6445,0,16.023,1.911136502,1.911136502,0.4880799,100,0.25,0.18,0.315,8.93,-16.549,-14.305,-21.528,-8.8002,282.16,1006
66,7,0,66.29,174.6,8.98,73.98,1.822,2.32,7.9415,0,-26.382,1.911431084,1.911431084,0.488291059,100,0.25,0.18,0.315,8.99,-1.0472,49.007,57.426,17.963,299.38,1007
66,7,30,66.31,249.5,10.34,69.96,1.851,2.32,10.432,0,18.233,1.911725572,1.911725572,0.488502384,100,0.25,0.18,0.315,9.15,30.899,101.99,57.362,26.396,309.45,1007
66,8,0,66.33,362.8,11.52,63.65,1.901,2.32,13.122,0,-8.0023,1.912019966,1.912019966,0.488713876,100,0.25,0.18,0.315,9.36,35.47,163.38,75.053,96.325,301.75,1007
66,8,30,66.35,618.3,12.61,56.3,3.346,2.32,15.711,0,114.96,1.912314264,1.912314264,0.488925534,100,0.25,0.18,0.315,9.65,73.798,327.31,75.352,137,297.4,1007
66,9,0,66.38,753.7,13.12,54.39,3.328,2.32,18.291,0,170.04,1.912755531,1.912755531,0.48924333,100,0.25,0.18,0.315,9.99,96.969,381.67,117.93,93.699,299.59,1007
66,9,30,66.4,532.5,13.23,53.25,2.242,2.32,18.44,0,67.027,1.913049587,1.913049587,0.489455399,100,0.25,0.18,0.315,10.25,57.169,290.19,117.23,105.93,305.79,1007
66,10,0,66.42,476.4,13.16,52.79,2.208,2.32,19.308,0,134.33,1.913343545,1.913343545,0.489667633,100,0.25,0.18,0.315,10.28,60.582,311.97,87.379,90.262,314.15,1007
66,10,30,66.44,592.7,13.7,52.18,2.167,2.32,20.799,0,162.93,1.913637405,1.913637405,0.489880029,100,0.25,0.18,0.315,10.3,86.078,362.85,87.529,112.39,323.85,1007
66,11,0,66.46,729,14.53,50.09,1.084,2.32,22.516,0,190.18,1.913931165,1.913931165,0.490092588,100,0.25,0.18,0.315,10.38,89.431,404.87,103.29,111.4,316.43,1007
66,11,30,66.48,956,15.17,48.52,1.517,2.32,23.37,0,197.06,1.914224825,1.914224825,0.49030531,100,0.25,0.18,0.315,10.45,89.115,385.62,102.98,85.579,314.49,1006
66,12,0,66.5,786.7,15.46,46.67,2.041,2.32,22.674,0,228.87,1.914518385,1.914518385,0.490518192,100,0.25,0.18,0.315,10.43,109.34,353.3,42.067,82.357,330.36,1006
66,12,30,66.52,486.1,15.17,47.45,1.933,2.32,22.302,0,151.36,1.914811842,1.914811842,0.490731236,100,0.25,0.18,0.315,10.36,73.158,263.74,42.013,70.368,345.5,1006
66,13,0,66.54,619.2,15.28,47.42,1.924,2.32,22.366,0,192.85,1.915105198,1.915105198,0.49094444,100,0.25,0.18,0.315,10.32,92.162,291.01,42.564,55.589,341.41,1005
66,13,30,66.56,446,14.98,48.1,2.167,2.32,20.607,0,185.68,1.915398451,1.915398451,0.491157804,100,0.25,0.18,0.315,10.24,99.891,246.21,41.744,18.785,335.23,1005
66,14,0,66.58,230.7,14.68,48.77,1.652,2.32,19.03,0,97.677,1.915691599,1.915691599,0.491371327,100,0.25,0.18,0.315,10.13,57.225,105.33,-4.2152,11.867,349.79,1004
66,14,30,66.6,185.3,14.43,50.77,2.161,2.32,17.148,0,55.269,1.915984644,1.915984644,0.491585009,100,0.25,0.18,0.315,9.97,39.23,74.449,-4.4816,23.662,350.23,1004
66,15,0,66.63,277.6,14.8,49.24,2.662,2.32,17.679,0,113.89,1.916424013,1.916424013,0.491905828,100,0.25,0.18,0.315,9.86,114.48,135.39,21.572,-0.0711,331.49,1004
66,15,30,66.65,48.19,14.08,49.71,3.288,2.32,15.402,0,-12.397,1.916716794,1.916716794,0.492119904,100,0.25,0.18,0.315,9.74,-8.9003,5.24,20.381,-2.7444,354.09,1004
66,16,0,66.67,24.93,13.71,51.98,2.905,2.32,14.553,0,-14.461,1.917009467,1.917009467,0.492334136,100,0.25,0.18,0.315,9.6,-16.802,-41.939,-21.441,-6.0369,353.65,1004
66,16,30,66.69,13.14,13.07,58.94,3.37,2.32,13.115,0,-111.94,1.917302033,1.917302033,0.492548525,100,0.25,0.18,0.315,9.47,-103.41,-141.43,-21.61,-7.8823,354.39,1004
66,17,0,66.71,6.201,12.53,62.38,3.549,2.32,12.263,0,-18.507,1.91759449,1.91759449,0.49276307,100,0.25,0.18,0.315,9.33,-28.966,-66.956,-31.536,-16.913,352.19,1004
66,17,30,66.73,0.428,11.96,65.91,3.601,2.32,12.075,0,5.4823,1.917886839,1.917886839,0.492977769,100,0.25,0.18,0.315,9.23,8.2423,-23.417,-31.388,2.4879,352.32,1004
66,18,0,66.75,0,11.1,74.63,3.213,2.32,11.448,0,-34.826,1.918179078,1.918179078,0.493192623,100,0.25,0.18,0.315,9.16,-113.58,-70.412,-23.552,-12.034,350.47,1004
66,18,30,66.77,0,10.59,82.2,1.519,2.32,10.699,0,-32.129,1.918471206,1.918471206,0.49340763,100,0.25,0.18,0.315,9.09,-6.2278,-49.998,-23.593,5.724,354.25,1004
66,19,0,66.79,0,9.99,88.2,0.954,2.32,10.482,0,-28.491,1.918763223,1.918763223,0.493622791,100,0.25,0.18,0.315,9.04,4.8858,-28.906,-16.645,16.23,355.41,1004
66,19,30,66.81,0,9.7,89.8,1.338,2.32,10.274,0,-4.2308,1.919055128,1.919055128,0.493838105,100,0.25,0.18,0.315,9.01,-11.499,-24.996,-16.664,-4.1013,353.9,1005
66,20,0,66.83,0,9.48,89.7,1.872,2.32,10.109,0,-10.512,1.91934692,1.91934692,0.494053571,100,0.25,0.18,0.315,8.98,-1.1817,-29.156,-17.33,-1.313,352.02,1005
66,20,30,66.85,0,9.38,91.8,0.974,2.32,10.105,0,-13.15,1.919638599,1.919638599,0.494269189,100,0.25,0.18,0.315,8.98,-103.86,-23.283,-17.313,7.1791,353.08,1005
66,21,0,66.88,0,9.21,91.6,0.357,2.32,9.7879,0,-5.9518,1.920075904,1.920075904,0.494592898,100,0.25,0.18,0.315,8.95,8.5827,-26.272,-18.333,-1.9874,349.97,1005
66,21,30,66.9,0,9.12,92.7,0.861,2.32,9.7645,0,-13.012,1.920367297,1.920367297,0.494808892,100,0.25,0.18,0.315,8.95,-1.2404,-23.228,-18.26,8.0445,350.34,1005
66,22,0,66.92,0,9.14,93.5,1.508,2.32,9.8277,0,5.9814,1.920658573,1.920658573,0.495025035,100,0.25,0.18,0.315,8.98,0,-22.025,-12.79,-15.216,351.57,1005
66,22,30,66.94,0,8.95,93.3,2.265,2.32,9.6378,0,-27.64,1.920949734,1.920949734,0.495241328,100,0.25,0.18,0.315,9,-2.3803,-23.826,0,3.8148,351.75,1005
66,23,0,66.96,0,8.57,93.1,2.47,2.32,9.2542,0,-8.2361,1.921240777,1.921240777,0.495457769,100,0.25,0.18,0.315,9.14,0.30543,-25.847,-19.59,1.9789,349.95,1005
66,23,30,66.98,0,8.02,92.1,2.423,2.32,8.8877,0,60.118,1.921531702,1.921531702,0.495674358,100,0.25,0.18,0.315,9.65,-1.17,-27.468,-19.618,-67.968,346.97,1005
67,0,0,67,0,7.7,91.9,1.853,2.32,8.5709,0,-55.844,1.921822508,1.921822508,0.495891095,100,0.25,0.18,0.315,11.09,-0.679,-29.522,-23.914,50.236,344.52,1005
67,0,30,67.02,0,7.689,92.2,1.019,2.32,8.6622,0,-2.2231,1.922113195,1.922113195,0.496107978,100,0.25,0.18,0.315,13.2,-30.425,-19.308,-23.807,6.7223,346.2,1005
67,1,0,67.04,0,7.566,92.8,0.445,2.32,8.5094,0,14.338,1.922403761,1.922403761,0.496325008,100,0.25,0.18,0.315,17.82,-0.099747,-19.3,-17.834,-15.804,344.66,1004
67,1,30,67.06,0,7.526,93.1,0.644,2.32,8.575,0,-16.488,1.922694207,1.922694207,0.496542183,100,0.25,0.18,0.315,20.46,0.15634,-16.182,-17.765,18.071,344.63,1004
67,2,0,67.08,0,7.571,93.7,1.155,2.32,8.5547,0,-7.1836,1.922984531,1.922984531,0.496759503,100,0.25,0.18,0.315,21.2,-0.27928,-17.123,-13.465,3.5256,345.82,1004
67,2,30,67.1,0,7.474,95,1.698,2.32,8.437,0,5.8203,1.923274733,1.923274733,0.496976968,100,0.25,0.18,0.315,21.45,-0.47491,-18.449,-13.489,-10.781,346.01,1004
67,3,0,67.13,0,7.333,95.4,1.426,2.32,8.3876,0,-4.8749,1.923709806,1.923709806,0.497303435,100,0.25,0.18,0.315,21.61,-0.58163,-16.64,-13.963,2.1976,344.32,1003
67,3,30,67.15,0,7.464,95.9,1.089,2.32,8.4862,0,-19.069,1.923999699,1.923999699,0.497521258,100,0.25,0.18,0.315,22.21,0.018145,-13.26,-13.926,19.735,345.58,1003
67,4,0,67.17,0,7.539,95,1.966,2.32,8.432,0,-11.79,1.924289467,1.924289467,0.497739225,100,0.25,0.18,0.315,22.8,-1.5339,-18.326,-14.191,7.6547,344.17,1003
67,4,30,67.19,0,7.514,94.5,1.936,2.32,8.411,0,-12.049,1.92457911,1.92457911,0.497957333,100,0.25,0.18,0.315,23,-2.7367,-18.858,-14.183,7.3733,344.64,1003
67,5,0,67.21,0,7.493,94.1,1.938,2.32,8.3043,0,-7.6442,1.924868627,1.924868627,0.498175582,100,0.25,0.18,0.315,22.95,2.8978,-22.845,-15.51,0.30967,344.77,1003
67,5,30,67.23,0,7.421,94.7,2.088,2.32,8.1388,0,-1.422,1.925158016,1.925158016,0.498393973,100,0.25,0.18,0.315,22.98,-0.79438,-23.467,-15.563,-6.4814,343.63,1003
67,6,0,67.25,0.936,7.314,95.4,1.977,2.32,7.9518,0,-17.343,1.925447278,1.925447278,0.498612503,100,0.25,0.18,0.315,23.26,0,-23.565,-18.951,12.728,343.38,1003
67,6,30,67.27,10.72,7.105,94.5,1.991,2.32,7.872,0,1.0785,1.925736412,1.925736412,0.498831174,100,0.25,0.18,0.315,23.75,-1.6355,-17.133,0,-18.211,342.44,1003
67,7,0,67.29,33.84,7.044,92.9,2.092,2.32,8.0368,0,16.545,1.926025417,1.926025417,0.499049983,100,0.25,0.18,0.315,23.95,0.079665,-11.289,-12.116,-15.718,341.86,1004
67,7,30,67.31,68.52,7.227,91.9,2.43,2.32,8.3135,0,-10.615,1.926314291,1.926314291,0.499268932,100,0.25,0.18,0.315,23.96,0,-1.8828,0,8.7323,342.28,1004
67,8,0,67.33,117.4,7.656,91.2,1.919,2.32,9.0322,0,-1.107,1.926603036,1.926603036,0.499488018,100,0.25,0.18,0.315,23.83,-1.7904,19.557,9.2899,11.374,343.33,1004
67,8,30,67.35,240.8,8.52,87.2,2.346,2.32,10.346,0,63.044,1.926891649,1.926891649,0.499707241,100,0.25,0.18,0.315,23.63,9.2075,90.884,9.7371,18.103,344.08,1004
67,9,0,67.38,186.3,9.04,81.4,3.22,2.32,10.708,0,66.86,1.927324321,1.927324321,0.500036333,100,0.25,0.18,0.315,23.47,9.9946,92.146,0,25.286,339.7,1004
67,9,30,67.4,222.7,9.29,78.79,3.381,2.32,11.231,0,100.1,1.927612603,1.927612603,0.500255898,100,0.25,0.18,0.315,23.33,0,143.08,18.001,24.978,335.1,1004
67,10,0,67.42,235.1,9.44,76.9,4.375,2.32,11.442,0,87.525,1.927900751,1.927900751,0.500475599,100,0.25,0.18,0.315,23.21,-5.157,123.63,18.915,17.192,335.9,1004
67,10,30,67.44,220.2,9.32,77.28,4.658,2.32,11.129,0,-13.733,1.928188765,1.928188765,0.500695434,100,0.25,0.18,0.315,23.08,0.085278,23.184,18.629,18.288,340.57,1005
67,11,0,67.46,286.9,9.63,77.11,3.905,2.32,11.547,0,-108.61,1.928476643,1.928476643,0.500915403,100,0.25,0.18,0.315,23.06,-4.0517,-4.9664,23.353,80.289,345.39,1005
67,11,30,67.48,457.8,10.64,70.27,5.557,2.32,13.825,0,132.74,1.928764386,1.928764386,0.501135507,100,0.25,0.18,0.315,23.06,928.07,282.37,24.429,125.2,332.79,1004
67,12,0,67.5,604.6,11.3,66,5.701,2.32,15.64,0,233.97,1.929051992,1.929051992,0.501355743,100,0.25,0.18,0.315,23.02,166.66,387.41,84.983,68.451,328.23,1004
67,12,30,67.52,466.3,11.3,64.92,6.417,2.32,14.864,0,120.07,1.929339461,1.929339461,0.501576112,100,0.25,0.18,0.315,22.9,111.17,250.45,83.745,46.633,332.82,1004
67,13,0,67.54,329.1,10.71,67.62,5.707,2.32,13.642,0,111.08,1.929626792,1.929626792,0.501796614,100,0.25,0.18,0.315,22.7,80.144,149.29,-2.0558,40.259,339.67,1004
67,13,30,67.56,388.4,10.68,62.39,4.961,2.32,13.72,0,136.3,1.929913984,1.929913984,0.502017247,100,0.25,0.18,0.315,22.54,93.376,194.3,-1.921,59.921,337.5,1004
67,14,0,67.58,398.8,11.06,68.63,4.585,2.32,14.608,0,108.29,1.930201036,1.930201036,0.50223801,100,0.25,0.18,0.315,22.43,77.878,226.97,40.372,78.31,332.12,1004
67,14,30,67.6,453.5,11.36,69.06,4.319,2.32,15.334,0,183.68,1.930487949,1.930487949,0.502458904,100,0.25,0.18,0.315,22.35,118.57,258.4,40.326,34.392,316.67,1004
67,15,0,67.63,189.8,10.95,69.22,4.38,2.32,13.674,0,99.871,1.930918053,1.930918053,0.502790489,100,0.25,0.18,0.315,22.2,78.861,108,-12.178,20.307,330.85,1004
67,15,30,67.65,182.1,10.2,72.52,4.14,2.32,12.419,0,86.434,1.931204612,1.931204612,0.503011707,100,0.25,0.18,0.315,22.01,84.169,74.909,-12.334,0.80953,319.43,1004
67,16,0,67.67,147.1,10.42,69.62,3.898,2.32,11.8,0,72.7,1.931491028,1.931491028,0.503233053,100,0.25,0.18,0.315,21.86,124.94,44.522,-18.272,-9.9058,312.22,1004
67,16,30,67.69,84.1,10.39,70.63,3.059,2.32,11.126,0,42.88,1.931777301,1.931777301,0.503454526,100,0.25,0.18,0.315,21.72,394.57,6.1435,-18.343,-18.393,306.53,1004
67,17,0,67.71,37.63,10.34,70.58,3.601,2.32,10.665,0,27.819,1.93206343,1.93206343,0.503676128,100,0.25,0.18,0.315,21.6,0.97348,-24.315,-22.568,-29.566,321.4,1004
67,17,30,67.73,8.99,9.76,71.32,3.674,2.32,9.6075,0,-6.3903,1.932349413,1.932349413,0.503897855,100,0.25,0.18,0.315,21.49,1.8132,-49.107,-22.798,-19.919,296.67,1004
67,18,0,67.75,0,8.87,75.11,2.049,2.32,8.4664,0,-7.7991,1.932635252,1.932635252,0.504119709,100,0.25,0.18,0.315,21.37,-0.38423,-61.017,-40.554,-12.664,274.39,1005
